Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Guam,GUM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27644.16959,27802.96354,29519.10488,30504.66535,29291.26116,29493.78962,29968.05755,30026.50321,30612.62889,30602.66012,31163.27908,31650.73843,32077.55751,32059.95564,31935.98075,31756.56345,31387.24,
Guyana,GUY,GDP per capita (constant LCU),NY.GDP.PCAP.KN,256744.2328,260822.6034,256305.5417,218951.7463,237988.1093,257415.216,265728.5691,272536.1843,271206.1698,286171.9091,294460.7629,299904.322,286635.4302,287035.2841,305822.2006,328209.2708,329603.2898,317402.9439,308553.4482,300497.8475,304180.2997,308107.7434,267634.3049,250191.475,238752.9659,246000.3505,245694.7818,250194.9221,243139.5677,232752.3107,226303.4916,239637.0672,256803.897,275756.425,297411.0882,311392.4447,336384.4881,358506.5024,354447.0952,366937.0833,363367.0084,372402.6084,376831.4069,374271.0911,379819.4882,372196.7549,391194.6249,418581.6106,426659.4444,441282.6761,458491.986,480653.114,503756.293,526325.8197,543909.8483,557566.0124,573378.9148,582508.7298,603446.8372,
High income,HIC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,32088.63357,35153.0921,39318.01573,41690.34983,46555.4907,46973.19485,46535.40346,47105.47769,51618.0543,55016.41829,57769.5103,62686.73004,68426.3014,67898.71625,66951.09378,76802.34617,84577.96104,89920.72844,94977.17914,101822.2038,108669.792,110151.9612,114975.398,125205.9134,124805.9089,136888.4625,153674.5811,165358.9452,167381.3795,173235.6911,181601.3561,191310.9215,199713.9468,207053.0537,207812.0888,207255.3803,216018.831,201620.7956,204710.0583,218463.6159,218075.5998,220708.7677,227903.8153,245807.1792,262817.3252,279499.2052,295021.0373,299501.7103,291508.2894,308958.885,321663.697,323541.3491,332237.9473,339026.0737,344179.0901,349498.4053,360246.7633,368109.9181,
Honduras,HND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,11059.18013,10953.95412,11267.06061,11349.01859,11631.37921,12325.90844,12618.29951,12987.41646,13442.58857,13136.77692,13216.63392,13344.45566,13702.11369,14347.95703,13753.73562,13627.98015,14605.58554,15633.28038,16061.69934,16446.45014,16042.9296,15367.91153,14596.06088,14287.33953,14739.6629,15109.64235,15449.19812,15996.20171,15806.37764,15773.23357,15753.54097,14802.59903,15264.30338,15804.61251,15396.98486,15891.57513,15731.99927,15990.236,16099.09536,15539.13719,16222.38254,16226.30745,16404.59702,16723.21493,17334.58942,17949.58697,18689.1185,19402.87517,19786.96785,18903.58892,19215.91542,19569.0058,19999.58105,20189.10906,20441.5924,20860.10669,21303.1137,21948.53268,22394.17026,
Heavily indebted poor countries (HIPC),HPC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49067.27878,52646.78369,56476.8287,57643.42854,57419.57458,59889.99848,64322.37847,67573.20834,71364.24022,74312.52613,77418.64833,81271.27763,85570.03046,87086.00705,80761.69155,79733.93565,79761.7963,78215.66807,78003.58532,78240.62397,80810.68055,84211.81363,87904.4672,90992.07708,
Haiti,HTI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1990.230348,1894.736295,2004.905742,1929.237011,1861.173698,1865.201789,1819.184296,1746.865678,1768.668011,1802.571405,1782.276454,1865.480702,1852.497197,1908.516147,1984.49737,1970.985455,2097.357648,2132.821712,2219.387632,2336.946305,2454.601945,2330.805528,2195.691415,2163.86445,2120.25151,2085.057275,2029.444438,1970.689808,1933.886171,1839.563756,1821.644962,1819.5289,1689.75041,1567.815747,1354.734121,1461.488142,1494.448889,1507.457981,1513.223172,1527.261563,1514.202984,1473.149116,1445.049856,1426.523173,1353.910385,1356.132195,1364.45136,1387.712936,1377.482413,1398.002836,1333.759225,1386.391748,1405.531079,1444.137384,1463.360441,1460.982604,1462.458042,1460.432242,1463.341127,
Hungary,HUN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2122847.249,2058604.891,2049080.442,2112359.495,2146810.337,2152273.477,2224398.843,2316534.284,2394448.621,2508207.553,2616388.843,2748253.693,2868712.04,3013731.966,3147877.713,3279872.411,3292912.805,3333593.354,3115079.239,3142867.752,3209119.533,3178259.486,3249584.244,3395040.191,3533994.214,3622416.42,3789066.832,3989900.808,
IBRD only,IBD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,6275751.296,6463132.272,6410013.036,6101937.781,6150224.555,6051179.36,6053554.446,5972472.242,6446902.704,6703181.449,7018993.399,7315287.899,7627129.304,8033962.175,8428636.856,8627527.251,8995459.677,9547603.331,9951312.89,10428905.64,11192097.25,11799982.3,11789344.69,12008388.75,12566558.94,12606001.77,13077747.67,13455946.63,13967503.18,14736698.3,15524808.84,16312080.88,17080679.13,17893758.64,18938667.09,20181461.43,21436330.82,22120121.65,18945761.85,18831056.96,19486793.74,19922358.88,20538085.98,21231561.88,22002459.14,22946275.58,23888797.35,25070448.45,26228711.51,27080443.65,28383630.91,29731348.32,31100858.74,32391939.74,33570728.79,34764315.77,36071347.59,37456481,38949348.09,
IDA only,IDX,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,12424.1413,12384.76905,14542.79728,15675.92825,17154.78441,17974.21767,18452.14429,18580.7252,18642.38078,19074.5884,19773.76955,20485.90481,21840.41274,23402.5281,26176.61423,29346.73623,30535.69748,31861.79684,33466.87607,35329.26322,36869.12726,38662.73956,41137.74743,43603.01548,45051.00589,45523.89186,46804.88469,47724.67309,49457.53256,52025.92765,54946.52884,54618.17767,58622.59416,60507.06955,,
India,IND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,16358.83756,16632.10916,16775.2733,17418.84199,18333.31622,17482.62171,17112.67117,18070.06214,18291.64174,19072.66783,19618.97827,19496.0947,18947.15707,19121.31451,18902.00955,20158.03042,20026.37892,20992.68698,21690.18,20087.68694,20951.25302,21699.48036,21936.86269,22995.9823,23332.72813,24009.93304,24604.21887,25027.28477,26854.13173,27856.96572,28794.37296,28511.15883,29477.80664,30275.69061,31670.27624,33421.60498,35269.95913,36018.74522,37549.12558,40139.30763,40950.55864,42190.28669,43061.4634,45685.50215,48515.10383,51538.54013,54838.69948,58155.43948,59078.71415,62830.8557,67255.62251,69874.5096,72785.13218,76522.61736,81256.8666,86779.92812,92851.92794,98455.68527,104076.6354,
Not classified,INX,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,10888.26829,11135.04524,11682.7622,12039.69679,12346.37253,12831.88666,12815.98811,13681.79949,14458.47331,14705.55604,14984.94295,15302.96814,15505.12364,15357.97889,15927.71081,16392.91693,16315.28603,17074.31239,18042.14895,19166.9037,20772.13317,21051.5805,21607.47012,22078.6406,23257.58946,25367.92976,27034.00538,29682.56173,31927.60288,34885.64693,37675.26836,39037.42238,40657.42252,41208.50072,43181.51465,44659.23082,45675.68736,46736.72301,43741.81835,41100.50849,41617.03571,41578.25837,41495.8973,41835.89946,45084.88816,55898.72853,57304.04838,61300.622,65678.73764,
"Iran, Islamic Rep.",IRN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,38132839.4,41425186.15,43831585.26,45810962.68,48731261.34,55640639.3,60277468.49,65516549.25,73229388.25,82943507.75,89748073.07,99997522.23,111393094.2,117682680.2,121855657.9,115480543.5,131351995.9,122141811.1,101598455.7,87800179.3,61305412.5,55891290.76,68264796.77,71108007.54,62242281.97,61064769.84,52702886.73,51041241.07,46573410.49,47806115.11,52928626.13,58129104.08,58656898.35,58330751,56627126.12,57116535.4,59249500.52,58741710.63,59237078.29,58979481.47,61651983.09,61359967.05,65000639.26,69808594.94,71987049.61,73419668.34,76224684.37,81537992.72,80853792.96,80767644.23,84480086.15,85701543.37,78371236.84,77255659.81,79785753.54,77702468.28,86924734.92,88948076.93,,
Iraq,IRQ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,1393367.465,1389811.942,1404272.824,1430997.723,1436299.137,1451664.833,1631759.444,1777055.164,2015998.027,1989452.475,2256612.947,2645589.038,3205169.733,3093282.119,3113411.996,2636388.696,2533159.939,2509620.206,2567827.853,2746808.988,2687557.164,2545123.763,3918851.207,1371896.825,1768293.342,2236770.608,2253526.885,2231632.871,2402028.035,2822995.69,3690850.871,4208892.493,4141755.419,4112858.257,3717911.205,2418138.565,3632926.713,3707080.35,4005419.991,3993222.138,4249545.427,4304081.408,4461271.457,4644388.078,5098384.353,5276228.905,5119407.351,5075124.879,5681335.509,5400625.164,5247158.694,
Iceland,ISL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1707090.072,1672728.345,1778524.27,1926816.482,2080571.524,2195571.94,2347286.971,2280448.574,2126314.671,2156672.178,2419003.604,2712917.333,2838646.299,2986435.071,3114427.718,3094718.976,3246748.515,3506981.357,3689079.075,3830722.977,4008241.264,4131796.674,4164778.421,4021585.65,4143336.889,4246192.45,4479514.802,4809349.095,4730362.854,4684218.144,4702283.564,4637702.089,4425270.688,4438037.68,4558513.56,4539137.767,4721160.872,4850700.452,5139551.723,5283073.67,5466143.402,5604263.435,5592298.061,5679670.972,6082803.53,6366272.268,6544970.872,6979098.645,6986977.487,6491266.234,6277260.911,6375869.035,6424253.496,6626842.809,6689859.634,6916312.638,7322413.876,7481952.049,7601761.145,
Israel,ISR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,36956.0063,39761.48951,41736.75222,44530.6532,46200.79194,48671.72581,47412.05016,46768.47399,53239.67097,58906.84925,58720.21649,63133.98786,69025.78001,69992.16957,72340.20411,72999.95547,71618.52451,70757.77649,73129.89358,75700.22583,75138.8753,77590.62048,77732.74545,78895.52475,78597.85821,80341.3148,82422.61683,86892.49574,87951.53193,86969.04157,90487.00833,91785.84094,95548.39893,96872.40861,101407.9346,105257.4477,107699.7034,109170.0917,110881.232,111460.0337,116646.3175,114064.3503,111773.3951,110838.7193,113455.0107,115832.9017,120135.6992,124834.7155,126311.2946,124467.8629,129060.2033,132757.5213,133270.9391,136233.0423,138665.4968,139058.44,141788.8323,143984.7774,146098.754,
Italy,ITA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,8731.441598,9385.113886,9900.119924,10379.48893,10582.46323,10836.65888,11396.28164,12126.2907,12838.53985,13544.55421,14182.96602,14373.62486,14819.70883,15768.43783,16527.21724,16085.41433,17145.81627,17510.30674,18013.36672,19031.70269,19643.98494,19786.05661,19853.17585,20078.01132,20721.06646,21294.70461,21902.53361,22599.34745,23535.87392,24315.11423,24777.20833,25140.98126,25333.51281,25102.11607,25636.84523,26376.52009,26703.14802,27177.48972,27661.60897,28106.58321,29157.7544,29710.03842,29741.16251,29650.30065,29878.40565,29975.10897,30420.28651,30717.16482,30220.79367,28494.73051,28893.91756,29048.29413,28106.53097,27271.09138,27020.79352,27257.35446,27653.09728,28169.85476,28437.50976,
Jamaica,JAM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,237764.2626,239003.9166,249609.9309,260136.4612,287482.464,290119.9535,336912.8486,313271.4136,295317.769,290246.6562,267213.3036,257086.9965,253889.3312,248032.3264,230608.9959,233024.5672,233892.7424,234404.5349,227323.915,217879.1349,219848.6939,235387.5282,243306.704,259235.1775,268289.0874,279029.3913,281975.7757,305607.5725,306814.5665,310967.2598,307587.6247,301104.8348,291262.1974,291652.787,291774.45,293487.4232,297332.3603,306345.9543,308626.6731,309681.8742,316993.5276,319927.5204,315773.6003,300571.1706,294623.6559,298081.0912,294563.0252,294323.7664,294665.7132,295750.5324,298249.1455,299734.3584,304094.0694,
Jordan,JOR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,1499.881339,1814.20637,1882.496139,2218.272003,2352.076829,2711.11132,2738.688575,2827.748493,2767.566731,2884.629338,2865.388107,2949.168897,2921.685062,2757.712769,2286.498819,2200.923157,2125.09036,2384.05135,2361.53586,2361.912828,2410.478545,2385.916722,2406.028803,2430.229522,2469.242822,2528.475686,2613.305986,2712.395661,2764.676658,2922.8883,3059.363383,3182.281901,3297.312798,3373.357388,3384.264876,3286.883621,3195.200891,3106.511709,3033.345985,2987.162985,2944.229438,2913.646668,2906.012605,2909.77983,
Japan,JPN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,763678.617,833640.6938,899487.1585,965829.6878,1067426.673,1117473.599,1225119.361,1348256.109,1516884.726,1671250.3,1659057.012,1714797.31,1833212.634,1964140.359,1903390.99,1931068.578,1993032.73,2060580.301,2149672.642,2248539.669,2293839.765,2372799.64,2434820.261,2503480.309,2599641.962,2719016.993,2792399.763,2910150.757,3094375.073,3231444.501,3377998.61,3482616.306,3503443.666,3476706.85,3499290.939,3581546.299,3683236.847,3714010.173,3662136.276,3646245.738,3741334.406,3747496.214,3743203.895,3792284.836,3874588.386,3938640.083,3992038.33,4053413.577,4007146.907,3790576.878,3948758.695,3951513.46,4017002.588,4103268.994,4124113.573,4178980.817,4209284.547,4297534.375,4340205.94,
Kazakhstan,KAZ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408382.2016,361195.5069,342289.4516,312867.1323,277442.0925,259194.0315,264465.3021,273244.4507,272719.813,282763.8128,311409.2012,354051.0646,388732.0313,423457.1921,460895.0629,501127.5479,548911.7387,590966.2608,603075.5394,594428.8253,628871.3695,665808.2178,688006.6365,718864.5388,738106.493,736126.396,733715.4743,753477.6026,774124.9397,
Kenya,KEN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,41712.27053,37286.35452,39541.53043,41656.50942,42329.82905,41787.10905,46378.29565,46355.96979,48382.71708,50458.53459,46446.19322,54750.8198,61818.23002,63100.99315,63273.52448,61487.54859,60493.29837,63757.89158,65625.62406,67974.8603,69067.88921,68957.92049,67342.91952,65650.3456,64309.24396,64609.22451,66743.4191,68194.37243,69902.20474,70687.5344,71199.90149,69876.22615,67115.99257,65265.3183,64959.7353,65824.62762,66585.23233,65022.36232,65308.2606,64991.41321,63610.23314,64238.08171,62861.00335,62974.69639,64412.52111,66373.89014,68747.55588,71451.4509,69662.75441,70013.75392,73860.36332,76288.99888,77674.20898,80114.8922,82273.81898,84837.9829,87676.87573,89798.67417,93297.36789,
Kyrgyz Republic,KGZ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,6163.275888,6246.689958,6947.544827,6993.645966,7251.57244,6573.860068,5595.895513,4729.446233,3780.868796,3540.281554,3735.394521,4046.317073,4069.267876,4155.812206,4329.456945,4516.790803,4474.744264,4739.380842,5011.398868,4946.495874,5045.44688,5424.498368,5824.633256,5920.8359,5823.038308,6095.248794,5982.599744,6504.319762,6630.141651,6748.326995,6896.565633,7082.422524,7193.817218,
Cambodia,KHM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379196.965,868864.7066,924602.3503,949998.3656,960454.7602,979253.2562,1077120.333,1166132.388,1227702.142,1284418.318,1369990.091,1487324.098,1658142.015,1808892.384,1964151.846,2064812.755,2035843.451,2124292.181,2238618.877,2363485.976,2495840.548,2630660.429,2770959.679,2919725.076,3077094.936,3258881.743,
Kiribati,KIR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,2239.649274,2153.459023,2376.996969,2832.539727,4056.67274,4212.920492,3040.510335,2857.344444,2844.821063,2478.979148,2040.437767,1946.625849,2052.983395,2008.650155,2071.911258,1891.038665,1831.921227,1620.866048,1722.416014,1623.078769,1574.585635,1546.979319,1538.132306,1532.040784,1539.063519,1518.212112,1520.85472,1521.443626,1593.996763,1542.6891,1611.45078,1560.88015,1592.980929,1596.955029,1542.050188,1586.39805,1551.699649,1547.453044,1480.817327,1460.626177,1419.054281,1416.889466,1460.769014,1500.889795,1469.965536,1600.405661,1658.668373,1640.296782,1648.726337,
St. Kitts and Nevis,KNA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,10022.85149,10470.34917,11331.40348,12358.93271,12621.63331,12759.85626,12985.98966,14232.20429,15571.84489,17423.59496,18762.82745,20695.60731,21984.82892,23111.55406,22613.30147,23394.39025,24719.66452,25728.61571,26819.11157,28118.17069,29771.20222,29374.87101,30047.34718,32828.19122,34231.64645,34637.48478,33019.71976,33930.91054,36797.20639,37485.24261,37121.81548,39196.32873,37553.35501,36140.44394,36480.47404,35353.098,36927.73837,38906.13306,38978.96608,39753.02663,38652.51225,39482.27532,
"Korea, Rep.",KOR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1091659.672,1132677.575,1143007.797,1213777.679,1294296.719,1352452.217,1476917.163,1574372.798,1741136.72,1949688.733,2098271.239,2272398.28,2389638.257,2695868.349,2900810.803,3076728.157,3425122.982,3786157.755,4130861.96,4419623.727,4277252.187,4513410.135,4811506.544,5368913.463,5856861.795,6248919.27,6881509.763,7663576.371,8492339.045,8999867.088,9785983.591,10692857.66,11235828.54,11883783.7,12847899.06,13936582.74,14852806.99,15585582.23,14626892.42,16165678.22,17461748.25,18112445.21,19346502.41,19811026.11,20699533.23,21466160.08,22459016.52,23566673.47,24050115.64,24095935.26,25533864.88,26271145.85,26732478.68,27381774.97,28119533.94,28752128.27,29461101.98,30233342.85,30938436.71,
Kuwait,KWT,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11980.24057,11897.48157,11597.22619,11228.41604,10346.56846,10337.12887,10072.73395,10212.64887,11845.57366,12827.94939,13753.20567,14142.13927,14209.19729,13728.26673,12010.54928,11056.27758,11446.78447,11546.37125,11091.09687,10649.69322,10308.81551,10285.24292,9560.816716,9489.936575,
Latin America & Caribbean (excluding high income),LAC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,4149332.588,4239615.615,4322144.949,4139068.699,3939579.058,4370335.837,4532347.842,4596726.648,4721711.389,4871431.107,5139945.738,5375760.792,5626642.945,5895290.745,6016860.823,6344565.527,6601070.504,6869900.005,7165688.034,7486772.394,7842424.374,8269169.699,8836878.307,9350064.226,9912177.107,10478991.76,11189554.41,11901635.63,12663430.9,13477452.32,14288300.4,15096502.62,15909647.98,16744054.93,17516940.79,
Lebanon,LBN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6498321.564,3682424.586,4532149.692,6498093.434,7186435.352,7543246.422,7777910.016,7986124.85,8684894.211,8661943.66,8894143.277,8719337.831,8617863.218,8616409.921,8503948.71,8365962.937,8540246.678,8533339.096,8567324.256,9352676.043,10223272.27,11138295.45,11693291.68,11235148.47,10840037.45,10416815.89,10023689.76,9648872.943,9543113.587,9453863.13,9421523.232,
Liberia,LBR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.2001688,335.648342,340.1264378,233.5542911,235.1945098,241.2704203,251.9792227,265.4264364,272.8884158,276.1567851,282.6695887,296.251571,310.7882202,328.8790853,322.7395083,314.6046827,301.8405472,301.6987266,297.9885565,
Libya,LBY,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5589.540111,5706.536397,5518.028942,5378.32604,5981.624208,6150.447081,6775.584648,7107.849466,7448.131624,7540.831868,7389.487811,7680.798391,2889.664069,6408.683753,5506.782716,4157.737718,3756.051674,3609.52134,4510.859656,4798.122067,
St. Lucia,LCA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,7844.930396,8524.162189,8715.209244,8399.742628,8809.557406,8877.544691,9198.528062,9729.677537,10373.14067,11663.36794,11898.05015,13296.68854,14232.50325,15387.27113,15227.18383,16233.54755,16140.47026,16209.27607,16291.98066,16546.85757,16205.63106,16987.11223,17218.64705,17036.44635,16304.98549,16248.28724,16821.11693,17900.1786,17652.08454,18523.06009,18651.42956,19306.54605,18781.67587,18637.02387,19247.17051,19072.07466,18604.19124,18770.47774,18727.26851,19220.13565,19608.84474,19675.36465,
Latin America & Caribbean,LCN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,54043.32598,53777.13064,53630.70814,53530.28318,53429.26128,53266.58825,54651.81236,56041.80103,57469.83209,59060.08481,60866.4403,62924.15032,61228.18549,60976.59632,63008.92105,66809.76915,68798.91069,74399.08159,77774.74699,80354.25436,81194.16345,81607.77374,83425.1709,85813.85989,90346.62111,94248.65748,99252.59395,104812.159,111265.5133,121132.2633,123469.288,121219.8556,118856.6433,115544.2101,118098.5701,122869.6271,132510.6181,135957.577,137411.1458,134847.4209,,,,,,,,,,
Sri Lanka,LKA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,66245.44004,67176.66306,67273.05454,68274.53101,68363.10206,70095.11085,72835.88985,75253.99828,79220.6164,80483.75753,79859.32291,77975.35171,81904.78987,83480.48429,86963.80189,88211.17822,91017.82277,94442.212,98755.98673,102812.3358,106985.8242,109775.1598,113424.7514,117535.3628,121673.5639,125173.3975,125534.8403,126853.6591,128036.5396,134508.7391,139011.5635,143482.6643,151774.3221,158770.8343,166140.4601,171285.9547,181235.1363,188792.6244,195870.5264,206358.8266,201728.7854,208068.0941,218575.4664,228537.8899,240841.9033,257322.5602,272789.2299,286967.6076,295063.0702,316540.9004,340841.8385,371530.8056,381161.1584,396353.3091,412390.7135,426158.0878,435778.7251,445072.7788,
Lower middle income,LMC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2127.904755,2127.888215,2408.259138,2613.025172,2773.212109,2775.993449,2707.52711,2939.065132,2864.535085,2844.597958,2841.508084,2919.599579,2847.457035,3515.179933,3805.376896,3205.6347,3462.210979,4097.087219,4707.06198,4703.986678,4446.568453,4355.448661,4428.820666,4400.622512,4528.958315,4536.213076,4640.595717,4572.847262,4860.840675,5032.78865,5220.56442,5459.945115,5709.528779,5780.349856,5997.360642,6073.112792,6294.689062,6415.863822,6418.400403,6378.021628,6582.598027,6807.21094,6876.450529,7230.90032,7398.758836,7692.892139,8043.19047,8444.718212,9012.913857,9193.191453,9757.559327,10361.87978,10912.21296,11073.10309,11301.94842,11521.21116,11800.4446,11441.23241,11479.22571,
Late-demographic dividend,LTE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4451.268027,4716.230061,5145.180814,5569.582775,5545.594055,5798.72706,6228.170794,6702.834479,7469.645583,8048.795215,8813.109054,9618.170383,10812.21613,11211.08278,9656.88643,10007.69465,10853.08801,11421.27949,11948.002,12473.92895,12847.84221,13344.72314,14107.44523,14825.3684,
Luxembourg,LUX,GDP per capita (constant LCU),NY.GDP.PCAP.KN,23001.24915,23665.48998,23694.99546,24256.55008,25873.14654,25392.46447,25489.12855,25460.49305,26458.19895,28954.58634,30110.5009,30620.2105,32247.03924,34543.92096,35532.67117,32836.99401,33502.96093,33969.83822,35290.71731,36033.99034,36207.87121,35902.39715,36278.75987,37353.24762,39623.52199,40651.05752,44509.4827,45969.15657,49499.17686,53823.08433,55981.2882,60011.05013,60296.74916,61991.82263,63489.9356,63500.91942,63512.18179,66302.21695,69440.80669,74319.49916,79369.28604,80415.86003,82617.22127,82949.14465,84732.48453,86093.17243,89118.60984,95084.2056,92204.55009,86567.74177,89137.1784,89391.46672,86962.62143,88081.1405,89725.85962,91407.02664,93550.34518,92948.12153,94043.05051,
Latvia,LVA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4443.312848,4426.046335,4590.148143,5050.564954,5422.935255,5621.858688,5993.912695,6455.507729,6995.687769,7659.536136,8389.503527,9391.75826,10605.09242,11762.36329,11488.86017,10017.08621,9770.22438,10575.10017,11149.742,11532.16287,11864.2319,12351.77017,12686.27691,13283.95035,14011.07269,
